Data,Label
"Hi jsant100, here is the modified code. Please use the following command to check the outputz = zcalc(%pi/2,%pi/2)Hope it will solve your problem
function z=zcalc(x, y)
    disp(x,""Value of x = "")
    disp(y,""Value of y = "")
 if ~clean(abs(cos(y))) then
     if ~clean(abs(sin(x))) then
         z = %nan
     else
         z = %inf
     end           
 else 
     z=clean(sin(x)/cos(y));
 end          
endfunction",Not Spam
"Dear Akash, Honorarium details for DWSIM Textbook Companion has been updated. Please click here. If you are looking to how to apply for TBC, kindly check here. Guidelines for coding are mentioned here. Also, we would like to inform about the recently launched project named ""DWSIM Flowsheeting Project"" where one can take up any flowsheet from any source and simulate using DWSIM. Honorarium, certificates and exciting prizes will be awarded to the contributors. For more details about how to participate in this project, kindly click here. In case of any queries, kindly feel free to revert back to us.",Not Spam
"Hi Rajesh,     I am not able to understand the meaning of the inverted graph?",Not Spam
"Hi...i am a new user here. According to me the active simulation profile refers to other schematic. Not the one you trying to simulate. Try to search the simualiton profiles for the current schematic and make that active with RMB ""Make active"". All of these can be found in the Pspice resources folder of the Project manager.pcb assembly prototype",Not Spam
"syms function is available in the scilab symbolic toolbox. This toolbox has to be installed. Please check ATOMS to see if this toolbox is available for Scilab 6
",Not Spam
"Hi Samarendra,
Since you followed steps available in openfoam wiki, you would have added aliases in bashrc file.
Try to type ""of16ext"" without quotes in the terminal, whenever you want to use Openfoam extended version and try to use the command icoFoam -help.
If installation went well it should work. Do post if you have further problem in installation.
Using alias in bashrc file will help in switching to different versions of Openfoam, if u install more than one.
",Not Spam
"Hi Samarendra,
In OpenFOAM4.1, icoDyMFoam solver is not availble by default. Instead you can install Openfoam extended version 3.1, where icoDyFoam solver with tutorials are available.
Check the site given below for installation instruction.
https://sites.google.com/site/foamguides/installation/installing-foam-extend-3-1



",Not Spam
"Hi ankur,
Since the icoFoam is based on PISO algorithm, it will keep on running based on the endTime specified at controlDict file.
say for example, if you have a problem which becomes steady state after some iterations, the residuals will fall down say 10^-5, but still the solver continues to run.
You can stop the iterations manually once it reaches the desired convergence value.

",Not Spam
"Hi Subhankar, you can use openfoam utility to get the wall shear stress by typing 
 ""solvername"" -postProcess -func wallShearStress -latestTime command in the terminal.

E.g. simpleFoam -postProcess -func wallShearStress -latestTime or newTimes

which will create the wallShearStress field in paraFoam, which can be used to calculate Cf.
",Not Spam
"Hi Ankur,
There is createBaffleDict utility in OpenFoam to create Baffles in a geometry. 
I attach a youtube video link in which mesh is created using gmsh and the way to use the utility has been explained.
This will be easier than using snappyHexMesh which needs STL files.
https://www.youtube.com/watch?v=7Ex1RHDQqIc
Hope this will be useful.
",Not Spam
"Hi ashok, 
Is it possible for you to send the case directory.
",Not Spam
"Hi Satish,
Thanks for reply.

Can you send me the mail id to which i have to send my case directory
",Not Spam
" import os.pathfilename = ""my_file.txt""if(os.path.isfile(filename)):  print(""File Exists!!"")else:  print(""File does not exists!!"")
Full source...file exist",Not Spam
"Hi Rudhkul,
I gone through the case directory provided by you. I have doubt on your specified value for g. 
Also the case you provided is not running as alphaT value is not defined. I guess you modified the solver by removing the TEqn. Can you provide the modified solver with case to find out the error.

Regards,
Sathish
",Not Spam
"Hi Sai,
I suggest you to go through solidDisplacementFoam and find whether it can be applicable for your case. Also check solidEqulibriumDisplacementFoam which is available in foam extend 3.1.


Regards,
Sathish
",Not Spam
"Hi Ashok,
Can you mentiion the solver which you used for the simulation. Orelse I want you to try the simulation for Water-Air case by defining the surface tension sigma, which you defined as ""0"" before, to see the changes in the result. and we can think about Concrete-Air case.

Regards,
Sathish
",Not Spam
"Hi Ashok,
I am looking the solution for the previous query ""change of volume inside pipe"". will update soon.
For this problem for first question, can you send the case directory  and also the solver if you modified.

Regards,
Sathish
",Not Spam
"Please check if generating pop-up option is blocked by your browser. Also, sometimes your IP address doesn't allow to generate some particular pop-ups. Please note that these issues are specific to your browser or internet connection.

I could successfully download the latest updated version.
",Not Spam
The link for spoken tutorial videos related to DWSIM can be found here.,Not Spam
"I am happy that you chose to post this ""Scilab"" question in the ""Python"" forum.  The reason is that Python is more suitable to computer programmers like you.  

Scilab is likely to have a lot more ""application"" type of libraries, compared to Python.  Scilab is more like Matlab than Python is.  But both of these advantages are not relevant to you.  On the other hand, it is possible to do all kinds of programming in Python: starting from device level communication to fancy application programming.  

Finally, there are a lot of employment opportunities for those who know Python.  Because of all these,  please consider Python programming.  All the projects that I mentioned about Scilab are available for Python also.  For example, contribute a Python textbook companion.  If you are already good in Python, get into advanced activities like Django programming.  If you are good in Python programming, we will be interested in giving an internship or a full time job to you.

Best wishes,
Kannan
",Not Spam
"Hello Lalit,

The ""function not defined"" error occurs when you try to call a function without loading it. The ""getd"" command in the start.sce file is probably failing. This will happen if the ""common_files"" folder is moved from its place. It is difficult to know the exact reason given the limited info in your question.

I suggest you follow the manual way of executing the code as explained in the spoken tutorial and the SBHS manual, before you begin using ""start.sce"" file.

Rupak
",Not Spam
"Hi Prashant, after reading list of your questions/doubts , it seems like you are very enthusiastic about ""Scilab"". It is an open source software so you can use your creativity to build new functions that will help you as well as others. It helps Engineering students in many ways and Kannan sir gave some of the very good examples in his live video. It will and it can be a helpful computational software for the PHARMACY students. Up to my understanding, in Pharmacy ,there must be a problem statement. That statement will have a well define model which may be intuitive or mathematical . Now, the creativity part comes here. You can write those models as Scilab functions and can create a new tool box for whole Pharmacy community. For ""TBC"" you can propose the book and Sir gave all the details about ""How the TBC works"". You can put your problem statement and we can figure out the best way to solve the problems of the ""New Subject"".       ",Not Spam
"This isn't possible. If you're referring to the exe file to install Scilab, it should be available on the download page of scilab.org",Not Spam
"Dear Abhinay,

Sorry for the late reply. Could you please elaborate the problem you're facing while trying to access the proposal form?

Regards
",Not Spam
"Are you using spaces in your name. If yes, please avoid them.
",Not Spam
"Sorry for the late reply. The page is active now. Please submit your proposal, and thank you for showing interest in the Circuit Simulation Project.
",Not Spam
"Hi,

Did you use the lm555n subcircuit available in eSim?
",Not Spam
"Hello Sounndarrajan,The circuit simulation project is an ongoing project, hence there is no last date for submission.Please visit this link: http://esim.fossee.in/circuit-simulation-project and submit a proposal.",Not Spam
"Hi,
IC 74hc47 is currently not available in eSim. There is an option called Subcircuit builder in eSIm (left toolbar) using which one can create new circuits which they want to use in their schematic. Please try it.
",Not Spam
